1,94.40714285714287
2,181.20714285714286
3,223.5928571428571
4,249.75
5,253.6
6,258.2
7,258.2
8,262.92857142857144
9,263.45714285714286
10,263.45714285714286
11,265.43571428571425
12,265.43571428571425
13,268.1
14,272.96428571428567
15,273.7285714285714
16,276.24999999999994
17,279.1714285714286
18,279.1714285714286
19,279.1714285714286
20,279.1714285714286
21,281.02857142857147
22,281.45000000000005
23,281.45
24,282.3428571428572
25,283.68571428571425
26,283.68571428571425
27,283.68571428571425
28,283.68571428571425
29,283.87142857142857
30,283.87142857142857
31,283.87142857142857
32,283.87142857142857
33,283.87142857142857
34,283.87142857142857
35,283.87142857142857
36,283.87142857142857
37,283.87142857142857
